Number,Time,FRET,Error,Enzyme,Replicate,RNA
47,3390.228211,0.732932746,0,5.00E-07,1,1.00E-07
48,3632.387368,0.679302967,0,5.00E-07,1,1.00E-07
49,0,0.743174077,0,5.00E-07,2,1.00E-07
50,242.1591579,0.752879839,0,5.00E-07,2,1.00E-07
51,484.3183158,0.776572415,0,5.00E-07,2,1.00E-07
52,726.4774737,0.752763422,0,5.00E-07,2,1.00E-07
53,968.6366316,0.803484114,0,5.00E-07,2,1.00E-07
54,1210.795789,0.754748039,0,5.00E-07,2,1.00E-07
55,1452.954947,0.772257714,0,5.00E-07,2,1.00E-07
56,1695.114105,0.764730228,0,5.00E-07,2,1.00E-07
57,1937.273263,0.799843662,0,5.00E-07,2,1.00E-07
58,2179.432421,0.679911663,0,5.00E-07,2,1.00E-07
59,2421.591579,0.798711158,0,5.00E-07,2,1.00E-07
60,2663.750737,0.756954237,0,5.00E-07,2,1.00E-07
61,2905.909895,0.73289746,0,5.00E-07,2,1.00E-07
62,3148.069053,0.702891192,0,5.00E-07,2,1.00E-07
63,3390.228211,0.659416508,0,5.00E-07,2,1.00E-07
64,3632.387368,0.592649846,0,5.00E-07,2,1.00E-07
65,0,0.750395515,0,1.00E-06,1,1.00E-07
66,242.1591579,0.744371533,0,1.00E-06,1,1.00E-07
67,484.3183158,0.758106775,0,1.00E-06,1,1.00E-07
68,726.4774737,0.705998833,0,1.00E-06,1,1.00E-07
69,968.6366316,0.739344611,0,1.00E-06,1,1.00E-07
70,1210.795789,0.726957606,0,1.00E-06,1,1.00E-07
71,1452.954947,0.640248511,0,1.00E-06,1,1.00E-07
72,1695.114105,0.671770302,0,1.00E-06,1,1.00E-07
73,1937.273263,0.616129525,0,1.00E-06,1,1.00E-07
74,2179.432421,0.616343043,0,1.00E-06,1,1.00E-07
75,2421.591579,0.600929154,0,1.00E-06,1,1.00E-07
76,2663.750737,0.537066455,0,1.00E-06,1,1.00E-07
77,2905.909895,0.516630368,0,1.00E-06,1,1.00E-07
78,3148.069053,0.415796857,0,1.00E-06,1,1.00E-07
79,3390.228211,0.346350561,0,1.00E-06,1,1.00E-07
80,3632.387368,0.29652454,0,1.00E-06,1,1.00E-07
81,0,0.733152461,0,1.00E-06,2,1.00E-07
82,242.1591579,0.734977535,0,1.00E-06,2,1.00E-07
83,484.3183158,0.736317525,0,1.00E-06,2,1.00E-07
84,726.4774737,0.7394438,0,1.00E-06,2,1.00E-07
85,968.6366316,0.750100943,0,1.00E-06,2,1.00E-07
86,1210.795789,0.700295962,0,1.00E-06,2,1.00E-07
87,1452.954947,0.68099657,0,1.00E-06,2,1.00E-07
88,1695.114105,0.704972311,0,1.00E-06,2,1.00E-07
89,1937.273263,0.644591769,0,1.00E-06,2,1.00E-07
90,2179.432421,0.624468121,0,1.00E-06,2,1.00E-07
91,2421.591579,0.618169787,0,1.00E-06,2,1.00E-07
92,2663.750737,0.564842049,0,1.00E-06,2,1.00E-07
93,2905.909895,0.510451972,0,1.00E-06,2,1.00E-07
94,3148.069053,0.442734992,0,1.00E-06,2,1.00E-07
95,3390.228211,0.396462572,0,1.00E-06,2,1.00E-07
96,3632.387368,0.342376977,0,1.00E-06,2,1.00E-07
97,0,0.719332452,0,2.00E-06,1,1.00E-07
98,242.1591579,0.67355779,0,2.00E-06,1,1.00E-07
99,484.3183158,0.704665731,0,2.00E-06,1,1.00E-07
100,726.4774737,0.701496029,0,2.00E-06,1,1.00E-07
101,968.6366316,0.600749627,0,2.00E-06,1,1.00E-07
102,1210.795789,0.528857778,0,2.00E-06,1,1.00E-07
103,1452.954947,0.431370573,0,2.00E-06,1,1.00E-07
104,1695.114105,0.294852566,0,2.00E-06,1,1.00E-07
105,1937.273263,0.248374417,0,2.00E-06,1,1.00E-07
106,2179.432421,0.1676649,0,2.00E-06,1,1.00E-07
107,2421.591579,0.127416935,0,2.00E-06,1,1.00E-07
108,2663.750737,0.08381853,0,2.00E-06,1,1.00E-07
109,2905.909895,0.07273762,0,2.00E-06,1,1.00E-07
110,3148.069053,0.0516567,0,2.00E-06,1,1.00E-07
111,3390.228211,0.026017296,0,2.00E-06,1,1.00E-07
112,3632.387368,0.012164837,0,2.00E-06,1,1.00E-07
113,0,0.746872036,0,2.00E-06,2,1.00E-07
114,242.1591579,0.719340671,0,2.00E-06,2,1.00E-07
115,484.3183158,0.752083783,0,2.00E-06,2,1.00E-07
116,726.4774737,0.726277845,0,2.00E-06,2,1.00E-07
117,968.6366316,0.611972458,0,2.00E-06,2,1.00E-07
118,1210.795789,0.559545991,0,2.00E-06,2,1.00E-07
119,1452.954947,0.433906918,0,2.00E-06,2,1.00E-07
120,1695.114105,0.338878851,0,2.00E-06,2,1.00E-07
121,1937.273263,0.242543963,0,2.00E-06,2,1.00E-07
122,2179.432421,0.204305323,0,2.00E-06,2,1.00E-07
123,2421.591579,0.125862774,0,2.00E-06,2,1.00E-07
124,2663.750737,0.108086607,0,2.00E-06,2,1.00E-07
125,2905.909895,0.154633972,0,2.00E-06,2,1.00E-07
126,3148.069053,0.067818346,0,2.00E-06,2,1.00E-07
127,3390.228211,0.043387522,0,2.00E-06,2,1.00E-07
128,3632.387368,0.021944068,0,2.00E-06,2,1.00E-07
129,0,0.871855277,0,3.00E-06,1,1.00E-07
130,182.1591579,0.810990832,0,3.00E-06,1,1.00E-07
131,364.3183158,0.789729668,0,3.00E-06,1,1.00E-07
132,546.4774737,0.736967278,0,3.00E-06,1,1.00E-07
133,728.6366316,0.418797911,0,3.00E-06,1,1.00E-07
134,910.7957895,0.25927598,0,3.00E-06,1,1.00E-07
135,1092.954947,0.649509084,0,3.00E-06,1,1.00E-07
136,1275.114105,0.243370104,0,3.00E-06,1,1.00E-07
137,1457.273263,0.296950192,0,3.00E-06,1,1.00E-07
138,1639.432421,0.240113909,0,3.00E-06,1,1.00E-07
139,1821.591579,0.222415018,0,3.00E-06,1,1.00E-07
140,2003.750737,0.164813526,0,3.00E-06,1,1.00E-07
141,2185.909895,0.187536398,0,3.00E-06,1,1.00E-07
142,2368.069053,0.096404416,0,3.00E-06,1,1.00E-07
143,2550.228211,0.101546467,0,3.00E-06,1,1.00E-07
144,2732.387368,0.093556339,0,3.00E-06,1,1.00E-07
145,0,0.851324473,0,3.00E-06,2,1.00E-07
146,182.1591579,0.859691736,0,3.00E-06,2,1.00E-07
147,364.3183158,0.88818582,0,3.00E-06,2,1.00E-07
148,546.4774737,0.770928755,0,3.00E-06,2,1.00E-07
149,728.6366316,0.446842827,0,3.00E-06,2,1.00E-07
150,910.7957895,0.303631767,0,3.00E-06,2,1.00E-07
151,1092.954947,0.471676786,0,3.00E-06,2,1.00E-07
152,1275.114105,0.313548124,0,3.00E-06,2,1.00E-07
153,1457.273263,0.331178673,0,3.00E-06,2,1.00E-07
154,1639.432421,0.275485266,0,3.00E-06,2,1.00E-07
155,1821.591579,0.301631353,0,3.00E-06,2,1.00E-07
156,2003.750737,0.231706467,0,3.00E-06,2,1.00E-07
157,2185.909895,0.205239225,0,3.00E-06,2,1.00E-07
158,2368.069053,0.174897372,0,3.00E-06,2,1.00E-07
159,2550.228211,0.148801804,0,3.00E-06,2,1.00E-07
160,2732.387368,0.124514759,0,3.00E-06,2,1.00E-07
161,0,0.846274707,0,5.00E-06,1,1.00E-07
162,182.1591579,0.798424417,0,5.00E-06,1,1.00E-07
163,364.3183158,0.760021425,0,5.00E-06,1,1.00E-07
164,546.4774737,0.531409743,0,5.00E-06,1,1.00E-07
165,728.6366316,0.30318023,0,5.00E-06,1,1.00E-07
166,910.7957895,0.171537382,0,5.00E-06,1,1.00E-07
167,1092.954947,0.055835384,0,5.00E-06,1,1.00E-07
168,1275.114105,0.036237513,0,5.00E-06,1,1.00E-07
169,1457.273263,0.038985121,0,5.00E-06,1,1.00E-07
170,1639.432421,0.019971878,0,5.00E-06,1,1.00E-07
171,1821.591579,0.04171284,0,5.00E-06,1,1.00E-07
172,2003.750737,0.031381034,0,5.00E-06,1,1.00E-07
173,2185.909895,0.045685446,0,5.00E-06,1,1.00E-07
174,2368.069053,0.031866866,0,5.00E-06,1,1.00E-07
175,2550.228211,0.028457496,0,5.00E-06,1,1.00E-07
176,2732.387368,0.021089902,0,5.00E-06,1,1.00E-07
177,0,0.849670526,0,5.00E-06,2,1.00E-07
178,182.1591579,0.818404773,0,5.00E-06,2,1.00E-07
179,364.3183158,0.759842885,0,5.00E-06,2,1.00E-07
180,546.4774737,0.569667765,0,5.00E-06,2,1.00E-07
181,728.6366316,0.335180214,0,5.00E-06,2,1.00E-07
182,910.7957895,0.211749604,0,5.00E-06,2,1.00E-07
183,1092.954947,0.086523883,0,5.00E-06,2,1.00E-07
184,1275.114105,0.071876862,0,5.00E-06,2,1.00E-07
185,1457.273263,0.056475273,0,5.00E-06,2,1.00E-07
186,1639.432421,0.064507639,0,5.00E-06,2,1.00E-07
187,1821.591579,0.080205207,0,5.00E-06,2,1.00E-07
188,2003.750737,0.071172411,0,5.00E-06,2,1.00E-07
189,2185.909895,0.05897083,0,5.00E-06,2,1.00E-07
190,2368.069053,0.054209425,0,5.00E-06,2,1.00E-07
191,2550.228211,0.093048354,0,5.00E-06,2,1.00E-07
192,2732.387368,0.036715542,0,5.00E-06,2,1.00E-07
193,0,0.926984544,0,7.00E-06,1,1.00E-07
194,122.1591579,1,0,7.00E-06,1,1.00E-07
195,244.3183158,0.91419876,0,7.00E-06,1,1.00E-07
196,366.4774737,0.825403385,0,7.00E-06,1,1.00E-07
197,488.6366316,0.625598644,0,7.00E-06,1,1.00E-07
198,610.7957895,0.426684214,0,7.00E-06,1,1.00E-07
199,732.9549474,0.288923371,0,7.00E-06,1,1.00E-07
200,855.1141053,0.238222837,0,7.00E-06,1,1.00E-07
201,977.2732632,0.131786113,0,7.00E-06,1,1.00E-07
202,1099.432421,0.136970934,0,7.00E-06,1,1.00E-07
203,1221.591579,0.107364934,0,7.00E-06,1,1.00E-07
204,1343.750737,0.127466833,0,7.00E-06,1,1.00E-07
205,1465.909895,0.08865608,0,7.00E-06,1,1.00E-07
206,1588.069053,0.096025912,0,7.00E-06,1,1.00E-07
207,1710.228211,0.070685174,0,7.00E-06,1,1.00E-07
208,1832.387368,0.063516413,0,7.00E-06,1,1.00E-07
209,0,0.840397069,0,7.00E-06,2,1.00E-07
210,122.1591579,0.829003312,0,7.00E-06,2,1.00E-07
211,244.3183158,0.827343235,0,7.00E-06,2,1.00E-07
212,366.4774737,0.712010559,0,7.00E-06,2,1.00E-07
213,488.6366316,0.506251587,0,7.00E-06,2,1.00E-07
214,610.7957895,0.273761308,0,7.00E-06,2,1.00E-07
215,732.9549474,0.196023541,0,7.00E-06,2,1.00E-07
216,855.1141053,0.101030988,0,7.00E-06,2,1.00E-07
217,977.2732632,0.07220388,0,7.00E-06,2,1.00E-07
218,1099.432421,0.061849449,0,7.00E-06,2,1.00E-07
219,1221.591579,0.044944638,0,7.00E-06,2,1.00E-07
220,1343.750737,0.046874354,0,7.00E-06,2,1.00E-07
221,1465.909895,0.043029618,0,7.00E-06,2,1.00E-07
222,1588.069053,0.02600113,0,7.00E-06,2,1.00E-07
223,1710.228211,0.036389011,0,7.00E-06,2,1.00E-07
224,1832.387368,0.0241747,0,7.00E-06,2,1.00E-07
225,0,0.81713571,0,1.00E-05,1,1.00E-07
226,122.1591579,0.802916793,0,1.00E-05,1,1.00E-07
227,244.3183158,0.785732853,0,1.00E-05,1,1.00E-07
228,366.4774737,0.420403866,0,1.00E-05,1,1.00E-07
229,488.6366316,0.183601668,0,1.00E-05,1,1.00E-07
230,610.7957895,0.088862081,0,1.00E-05,1,1.00E-07
231,732.9549474,0.052067464,0,1.00E-05,1,1.00E-07
232,855.1141053,0.022438299,0,1.00E-05,1,1.00E-07
233,977.2732632,0.024375246,0,1.00E-05,1,1.00E-07
234,1099.432421,0.01628543,0,1.00E-05,1,1.00E-07
235,1221.591579,0.02868011,0,1.00E-05,1,1.00E-07
236,1343.750737,0.019298661,0,1.00E-05,1,1.00E-07
237,1465.909895,0.033882488,0,1.00E-05,1,1.00E-07
238,1588.069053,0.021398667,0,1.00E-05,1,1.00E-07
239,1710.228211,0.012650177,0,1.00E-05,1,1.00E-07
240,1832.387368,0.010153935,0,1.00E-05,1,1.00E-07
241,0,0.813503794,0,1.00E-05,2,1.00E-07
242,122.1591579,0.815099102,0,1.00E-05,2,1.00E-07
243,244.3183158,0.719459607,0,1.00E-05,2,1.00E-07
244,366.4774737,0.452590919,0,1.00E-05,2,1.00E-07
245,488.6366316,0.184186111,0,1.00E-05,2,1.00E-07
246,610.7957895,0.081741411,0,1.00E-05,2,1.00E-07
247,732.9549474,0.054891775,0,1.00E-05,2,1.00E-07
248,855.1141053,0.024547438,0,1.00E-05,2,1.00E-07
249,977.2732632,0.030490208,0,1.00E-05,2,1.00E-07
250,1099.432421,0.029609972,0,1.00E-05,2,1.00E-07
251,1221.591579,0.033857753,0,1.00E-05,2,1.00E-07
252,1343.750737,0.022266677,0,1.00E-05,2,1.00E-07
253,1465.909895,0.012491553,0,1.00E-05,2,1.00E-07
254,1588.069053,0.015447554,0,1.00E-05,2,1.00E-07
255,1710.228211,0.005118869,0,1.00E-05,2,1.00E-07
256,1832.387368,0,0,1.00E-05,2,1.00E-07
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
