,Time,FRET,Error,Enzyme,Replicate,RNA
181,182.1591579,0.594360631,0,5.00E-06,1,1.00E-07
182,182.1591579,0.544880277,0,5.00E-06,1,1.00E-07
183,182.1591579,0.593707896,0,5.00E-06,1,1.00E-07
184,182.1591579,0.602616805,0,5.00E-06,1,1.00E-07
185,364.3183158,0.438860395,0,5.00E-06,1,1.00E-07
186,364.3183158,0.433071543,0,5.00E-06,1,1.00E-07
187,364.3183158,0.302754948,0,5.00E-06,1,1.00E-07
188,364.3183158,0.284280548,0,5.00E-06,1,1.00E-07
189,546.4774737,0.272458002,0,5.00E-06,1,1.00E-07
190,546.4774737,0.202962596,0,5.00E-06,1,1.00E-07
191,546.4774737,0.14953792,0,5.00E-06,1,1.00E-07
192,546.4774737,0.155006766,0,5.00E-06,1,1.00E-07
193,728.6366316,0.149178071,0,5.00E-06,1,1.00E-07
194,728.6366316,0.122311582,0,5.00E-06,1,1.00E-07
195,728.6366316,0.071921567,0,5.00E-06,1,1.00E-07
196,728.6366316,0.098986029,0,5.00E-06,1,1.00E-07
197,910.7957895,0.11105002,0,5.00E-06,1,1.00E-07
198,910.7957895,0.061106691,0,5.00E-06,1,1.00E-07
199,910.7957895,0.065723219,0,5.00E-06,1,1.00E-07
200,910.7957895,0.069120618,0,5.00E-06,1,1.00E-07
201,1092.954947,0.093512246,0,5.00E-06,1,1.00E-07
202,1092.954947,0.039456235,0,5.00E-06,1,1.00E-07
203,1092.954947,0.038878069,0,5.00E-06,1,1.00E-07
204,1092.954947,0.047964887,0,5.00E-06,1,1.00E-07
205,1275.114105,0.048557994,0,5.00E-06,1,1.00E-07
206,1275.114105,0.034075759,0,5.00E-06,1,1.00E-07
207,1275.114105,0.041612767,0,5.00E-06,1,1.00E-07
208,1275.114105,0.057780509,0,5.00E-06,1,1.00E-07
209,1457.273263,0.063387763,0,5.00E-06,1,1.00E-07
210,1457.273263,0.035772666,0,5.00E-06,1,1.00E-07
211,1457.273263,0.046540486,0,5.00E-06,1,1.00E-07
212,1457.273263,0.055216366,0,5.00E-06,1,1.00E-07
213,1639.432421,0.071385817,0,5.00E-06,1,1.00E-07
214,1639.432421,0.059036248,0,5.00E-06,1,1.00E-07
215,1639.432421,0.047350945,0,5.00E-06,1,1.00E-07
216,1639.432421,0.060105225,0,5.00E-06,1,1.00E-07
217,1821.591579,0.098641288,0,5.00E-06,1,1.00E-07
218,1821.591579,0.052816872,0,5.00E-06,1,1.00E-07
219,1821.591579,0.068760262,0,5.00E-06,1,1.00E-07
220,1821.591579,0.069595604,0,5.00E-06,1,1.00E-07
221,2003.750737,0.085332636,0,5.00E-06,1,1.00E-07
222,2003.750737,0.041767257,0,5.00E-06,1,1.00E-07
223,2003.750737,0.052037101,0,5.00E-06,1,1.00E-07
224,2003.750737,0.060404092,0,5.00E-06,1,1.00E-07
225,2185.909895,0.103435599,0,5.00E-06,1,1.00E-07
226,2185.909895,0.045799408,0,5.00E-06,1,1.00E-07
227,2185.909895,0.053810569,0,5.00E-06,1,1.00E-07
228,2185.909895,0.071630942,0,5.00E-06,1,1.00E-07
229,2368.069053,0.066433249,0,5.00E-06,1,1.00E-07
230,2368.069053,0.038123392,0,5.00E-06,1,1.00E-07
231,2368.069053,0.047519779,0,5.00E-06,1,1.00E-07
232,2368.069053,0.057765445,0,5.00E-06,1,1.00E-07
233,2550.228211,0.07132859,0,5.00E-06,1,1.00E-07
234,2550.228211,0.04241438,0,5.00E-06,1,1.00E-07
235,2550.228211,0.051384863,0,5.00E-06,1,1.00E-07
236,2550.228211,0.045794982,0,5.00E-06,1,1.00E-07
237,2732.387368,0.065833918,0,5.00E-06,1,1.00E-07
238,2732.387368,0.030510156,0,5.00E-06,1,1.00E-07
239,2732.387368,0.039253651,0,5.00E-06,1,1.00E-07
240,2732.387368,0.041179126,0,5.00E-06,1,1.00E-07
241,0,0.818454104,0,7.00E-06,1,1.00E-07
242,0,0.890565387,0,7.00E-06,1,1.00E-07
243,0,0.792562738,0,7.00E-06,1,1.00E-07
244,0,0.760948259,0,7.00E-06,1,1.00E-07
245,122.1591579,0.53495377,0,7.00E-06,1,1.00E-07
246,122.1591579,0.574007291,0,7.00E-06,1,1.00E-07
247,122.1591579,0.626145769,0,7.00E-06,1,1.00E-07
248,122.1591579,0.612669521,0,7.00E-06,1,1.00E-07
249,244.3183158,0.319665332,0,7.00E-06,1,1.00E-07
250,244.3183158,0.490604822,0,7.00E-06,1,1.00E-07
251,244.3183158,0.466441695,0,7.00E-06,1,1.00E-07
252,244.3183158,0.470472376,0,7.00E-06,1,1.00E-07
253,366.4774737,0.296418788,0,7.00E-06,1,1.00E-07
254,366.4774737,0.348132337,0,7.00E-06,1,1.00E-07
255,366.4774737,0.278686845,0,7.00E-06,1,1.00E-07
256,366.4774737,0.316946658,0,7.00E-06,1,1.00E-07
257,488.6366316,0.152329488,0,7.00E-06,1,1.00E-07
258,488.6366316,0.211322405,0,7.00E-06,1,1.00E-07
259,488.6366316,0.185304182,0,7.00E-06,1,1.00E-07
260,488.6366316,0.223330216,0,7.00E-06,1,1.00E-07
261,610.7957895,0.072686809,0,7.00E-06,1,1.00E-07
262,610.7957895,0.113522529,0,7.00E-06,1,1.00E-07
263,610.7957895,0.106350228,0,7.00E-06,1,1.00E-07
264,610.7957895,0.092699368,0,7.00E-06,1,1.00E-07
265,732.9549474,0.013005665,0,7.00E-06,1,1.00E-07
266,732.9549474,0.089792679,0,7.00E-06,1,1.00E-07
267,732.9549474,0.05191033,0,7.00E-06,1,1.00E-07
268,732.9549474,0.07656006,0,7.00E-06,1,1.00E-07
269,855.1141053,0.013239003,0,7.00E-06,1,1.00E-07
270,855.1141053,0.058845072,0,7.00E-06,1,1.00E-07
271,855.1141053,0.028978414,0,7.00E-06,1,1.00E-07
272,855.1141053,0.035686242,0,7.00E-06,1,1.00E-07
273,977.2732632,0.022176835,0,7.00E-06,1,1.00E-07
274,977.2732632,0.0385633,0,7.00E-06,1,1.00E-07
275,977.2732632,0.026085517,0,7.00E-06,1,1.00E-07
276,977.2732632,0.014080452,0,7.00E-06,1,1.00E-07
277,1099.432421,0.003921654,0,7.00E-06,1,1.00E-07
278,1099.432421,0.0512342,0,7.00E-06,1,1.00E-07
279,1099.432421,0.03318495,0,7.00E-06,1,1.00E-07
280,1099.432421,0.039557555,0,7.00E-06,1,1.00E-07
281,1221.591579,0.010184368,0,7.00E-06,1,1.00E-07
282,1221.591579,0.049214824,0,7.00E-06,1,1.00E-07
283,1221.591579,0.030583532,0,7.00E-06,1,1.00E-07
284,1221.591579,0.032417263,0,7.00E-06,1,1.00E-07
285,1343.750737,0.015008261,0,7.00E-06,1,1.00E-07
286,1343.750737,0.037273226,0,7.00E-06,1,1.00E-07
287,1343.750737,0.028701035,0,7.00E-06,1,1.00E-07
288,1343.750737,0.018923194,0,7.00E-06,1,1.00E-07
289,1465.909895,0.010701814,0,7.00E-06,1,1.00E-07
290,1465.909895,0.059657077,0,7.00E-06,1,1.00E-07
291,1465.909895,0.039038275,0,7.00E-06,1,1.00E-07
292,1465.909895,0.029104991,0,7.00E-06,1,1.00E-07
293,1588.069053,0.010746365,0,7.00E-06,1,1.00E-07
