Number,Time,FRET,Error,Enzyme,Replicate,RNA
193,1843.048,0.823086736,0,1.00E-07,1,2.50E-07
194,1843.048,0.817544813,0,1.00E-07,1,2.50E-07
195,2282.294,0.822702624,0,1.00E-07,1,2.50E-07
196,2282.294,0.844666192,0,1.00E-07,1,2.50E-07
197,2721.54,0.850307758,0,1.00E-07,1,2.50E-07
198,2721.54,0.719153333,0,1.00E-07,1,2.50E-07
199,3160.786,0.709278223,0,1.00E-07,1,2.50E-07
200,3160.786,0.701247042,0,1.00E-07,1,2.50E-07
201,3600.032,0.825585336,0,1.00E-07,1,2.50E-07
202,3600.032,0.80409388,0,1.00E-07,1,2.50E-07
203,4039.278,0.822361068,0,1.00E-07,1,2.50E-07
204,4039.278,0.815772528,0,1.00E-07,1,2.50E-07
205,4478.524,0.824573354,0,1.00E-07,1,2.50E-07
206,4478.524,0.896348337,0,1.00E-07,1,2.50E-07
207,4917.77,0.823705723,0,1.00E-07,1,2.50E-07
208,4917.77,0.857645935,0,1.00E-07,1,2.50E-07
209,0,1.002360215,0,2.00E-07,1,2.50E-07
210,0,1.025702159,0,2.00E-07,1,2.50E-07
211,525.31,0.891060674,0,2.00E-07,1,2.50E-07
212,525.31,0.774975834,0,2.00E-07,1,2.50E-07
213,964.556,0.860844015,0,2.00E-07,1,2.50E-07
214,964.556,0.825441945,0,2.00E-07,1,2.50E-07
215,1403.802,0.80561709,0,2.00E-07,1,2.50E-07
216,1403.802,0.887881596,0,2.00E-07,1,2.50E-07
217,1843.048,0.820699944,0,2.00E-07,1,2.50E-07
218,1843.048,0.814031859,0,2.00E-07,1,2.50E-07
219,2282.294,0.828620447,0,2.00E-07,1,2.50E-07
220,2282.294,0.867548705,0,2.00E-07,1,2.50E-07
221,2721.54,0.805621259,0,2.00E-07,1,2.50E-07
222,2721.54,0.825098177,0,2.00E-07,1,2.50E-07
223,3160.786,0.846640919,0,2.00E-07,1,2.50E-07
224,3160.786,0.83415527,0,2.00E-07,1,2.50E-07
225,3600.032,0.827393547,0,2.00E-07,1,2.50E-07
226,3600.032,0.866817609,0,2.00E-07,1,2.50E-07
227,4039.278,0.806687487,0,2.00E-07,1,2.50E-07
228,4039.278,0.807201338,0,2.00E-07,1,2.50E-07
229,4478.524,0.851717326,0,2.00E-07,1,2.50E-07
230,4478.524,0.830123812,0,2.00E-07,1,2.50E-07
231,4917.77,0.851362145,0,2.00E-07,1,2.50E-07
232,4917.77,0.832366285,0,2.00E-07,1,2.50E-07
233,0,1.008816044,0,3.00E-07,1,2.50E-07
234,0,1.014867913,0,3.00E-07,1,2.50E-07
235,525.31,0.783625674,0,3.00E-07,1,2.50E-07
236,525.31,0.620398453,0,3.00E-07,1,2.50E-07
237,964.556,0.812980986,0,3.00E-07,1,2.50E-07
238,964.556,0.88926354,0,3.00E-07,1,2.50E-07
239,1403.802,0.757443218,0,3.00E-07,1,2.50E-07
240,1403.802,0.763036569,0,3.00E-07,1,2.50E-07
241,1843.048,0.82808093,0,3.00E-07,1,2.50E-07
242,1843.048,0.888590508,0,3.00E-07,1,2.50E-07
243,2282.294,0.78458861,0,3.00E-07,1,2.50E-07
244,2282.294,0.777536754,0,3.00E-07,1,2.50E-07
245,2721.54,0.759508437,0,3.00E-07,1,2.50E-07
246,2721.54,0.836277986,0,3.00E-07,1,2.50E-07
247,3160.786,0.734663614,0,3.00E-07,1,2.50E-07
248,3160.786,0.808481304,0,3.00E-07,1,2.50E-07
249,3600.032,0.741658672,0,3.00E-07,1,2.50E-07
250,3600.032,0.736000304,0,3.00E-07,1,2.50E-07
251,4039.278,0.591195024,0,3.00E-07,1,2.50E-07
252,4039.278,0.77430175,0,3.00E-07,1,2.50E-07
253,4478.524,0.686948617,0,3.00E-07,1,2.50E-07
254,4478.524,0.764303853,0,3.00E-07,1,2.50E-07
255,4917.77,0.708306917,0,3.00E-07,1,2.50E-07
256,4917.77,0.809382202,0,3.00E-07,1,2.50E-07
257,0,1.02995607,0,5.00E-07,1,2.50E-07
258,0,1.028988736,0,5.00E-07,1,2.50E-07
259,525.31,0.903837916,0,5.00E-07,1,2.50E-07
260,525.31,0.911252138,0,5.00E-07,1,2.50E-07
261,964.556,0.76477046,0,5.00E-07,1,2.50E-07
262,964.556,0.696876765,0,5.00E-07,1,2.50E-07
263,1403.802,0.730239875,0,5.00E-07,1,2.50E-07
264,1403.802,0.84137883,0,5.00E-07,1,2.50E-07
265,1843.048,0.538671441,0,5.00E-07,1,2.50E-07
266,1843.048,0.679114681,0,5.00E-07,1,2.50E-07
267,2282.294,0.560841705,0,5.00E-07,1,2.50E-07
268,2282.294,0.564237301,0,5.00E-07,1,2.50E-07
269,2721.54,0.391835174,0,5.00E-07,1,2.50E-07
270,2721.54,0.457334555,0,5.00E-07,1,2.50E-07
271,3160.786,0.366644166,0,5.00E-07,1,2.50E-07
272,3160.786,0.435535485,0,5.00E-07,1,2.50E-07
273,3600.032,0.21877762,0,5.00E-07,1,2.50E-07
274,3600.032,0.304341549,0,5.00E-07,1,2.50E-07
275,4039.278,0.206008343,0,5.00E-07,1,2.50E-07
276,4039.278,0.278859511,0,5.00E-07,1,2.50E-07
277,4478.524,0.131950815,0,5.00E-07,1,2.50E-07
278,4478.524,0.208890509,0,5.00E-07,1,2.50E-07
279,4917.77,0.142368418,0,5.00E-07,1,2.50E-07
280,4917.77,0.2884185,0,5.00E-07,1,2.50E-07
